Category,Id,Name,pDate,Quantity,CostPrice,Usefull_Life,PReason,dep_%,dep_Amt.
PLANT & MACHINERY,3566,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3567,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3568,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3569,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3570,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3571,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3572,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3573,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3574,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3575,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3576,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3577,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3578,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3579,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3580,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3581,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3582,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3583,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3584,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3585,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3586,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3587,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3588,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3589,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3590,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3591,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3592,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3593,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3594,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3595,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3596,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3597,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3000,0, ,Infinity,Infinity
PLANT & MACHINERY,3598,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
PLANT & MACHINERY,3599,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
PLANT & MACHINERY,3600,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
PLANT & MACHINERY,3601,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
PLANT & MACHINERY,3602,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
PLANT & MACHINERY,3603,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
PLANT & MACHINERY,3604,ELECTRIC STARTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
PLANT & MACHINERY,3605,ZOOM LENCE MOTORISED,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,6400,0, ,Infinity,Infinity
PLANT & MACHINERY,3606,ZOOM LENCE MOTORISED,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,5200,0, ,Infinity,Infinity
PLANT & MACHINERY,3607,FLOAT CUM BOOT CHARGER 48V 15A,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1300,0, ,Infinity,Infinity
PLANT & MACHINERY,3608,TENSILE STRENGTH TESTER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,6000,0, ,Infinity,Infinity
PLANT & MACHINERY,3609,HAND WHEEL BOOMER PRESS COMPLETE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3610,TROUSER PRESSING PLANT,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,95900,0, ,Infinity,Infinity
PLANT & MACHINERY,3611,PORTABLE BOILER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,13700,0, ,Infinity,Infinity
PLANT & MACHINERY,3612,ROUND KNIFE CLOTH CUTTING M/C,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2600,0, ,Infinity,Infinity
PLANT & MACHINERY,3613,ELECTRONIC WEIGHING SCALE MODE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
PLANT & MACHINERY,3614,ELECTRONIC WEIGHING SCALE MODE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
PLANT & MACHINERY,3615,ELECTRONIC WEIGHING SCALE MODE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
PLANT & MACHINERY,3616,SOLAR WATER HEATER 500 LPD ALO,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3500,0, ,Infinity,Infinity
PLANT & MACHINERY,3617,POWER PRESS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
PLANT & MACHINERY,3618,JUNIOR POWER HACKSAW,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
PLANT & MACHINERY,3619,BLOWING FAN,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3620,DRILING MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,300,0, ,Infinity,Infinity
PLANT & MACHINERY,3621,BENCH DRILING MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,200,0, ,Infinity,Infinity
PLANT & MACHINERY,3622,ELECTRICSALT FURNANECE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,7000,0, ,Infinity,Infinity
PLANT & MACHINERY,3623,ELGI AIR COMPRESSOR,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,3624,DRILING MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3625,WELDING TRANSFORMER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1900,0, ,Infinity,Infinity
PLANT & MACHINERY,3626,LATHE MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,65100,0, ,Infinity,Infinity
PLANT & MACHINERY,3627,LATHE MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,49500,0, ,Infinity,Infinity
PLANT & MACHINERY,3628,DOUBLE ENDED PEDESTAL GRINDER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1400,0, ,Infinity,Infinity
PLANT & MACHINERY,3629,PORTABLE GRINDER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3630,LATHE MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,40000,0, ,Infinity,Infinity
PLANT & MACHINERY,3631,SURFACE GRINDING MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,6200,0, ,Infinity,Infinity
PLANT & MACHINERY,3632,SHAPING MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,16600,0, ,Infinity,Infinity
PLANT & MACHINERY,3633,SWIFT DRILING MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,0, ,Infinity,Infinity
PLANT & MACHINERY,3634,AIR COMPRESSOR,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1800,0, ,Infinity,Infinity
PLANT & MACHINERY,3635,BENCH DRILING MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,3636,MOTORISED IRONING MACHINERY WI,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,27700,0, ,Infinity,Infinity
PLANT & MACHINERY,3637,BAND SAW BUTT WELDING MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1800,0, ,Infinity,Infinity
PLANT & MACHINERY,3638,COLLAR TURNING & PRESSING MACH,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,4000,0, ,Infinity,Infinity
PLANT & MACHINERY,3639,RADIAL DRILL MACHINE CPACITY 25 MM,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1900,0, ,Infinity,Infinity
PLANT & MACHINERY,3640,LATHE MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,48500,0, ,Infinity,Infinity
PLANT & MACHINERY,3641,WOOD WORKING MACHING,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1000,0, ,Infinity,Infinity
PLANT & MACHINERY,3642,BAND SAW MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,300,0, ,Infinity,Infinity
PLANT & MACHINERY,3643,BAND SAW MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,300,0, ,Infinity,Infinity
PLANT & MACHINERY,3644,WEIGHING SCALEDIAL TYPE INDICATING PLATE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,300,0, ,Infinity,Infinity
PLANT & MACHINERY,3645,BAND SAW MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3200,0, ,Infinity,Infinity
PLANT & MACHINERY,3646,WOODEN PLANNER MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,6200,0, ,Infinity,Infinity
PLANT & MACHINERY,3647,WELDING TRANSFORMER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,700,0, ,Infinity,Infinity
PLANT & MACHINERY,3648,C.I.BODY BAND SAW MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3649,C.I.BODY BAND SAW MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3650,OIL PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3651,TURBINE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,4000,0, ,Infinity,Infinity
PLANT & MACHINERY,3652,CHLORINE PLANT,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1600,0, ,Infinity,Infinity
PLANT & MACHINERY,3653,VERTICAL DEEP WELL TERBINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,4400,0, ,Infinity,Infinity
PLANT & MACHINERY,3654,SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,700,0, ,Infinity,Infinity
PLANT & MACHINERY,3655,SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,700,0, ,Infinity,Infinity
PLANT & MACHINERY,3656,NON-CLOG SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1400,0, ,Infinity,Infinity
PLANT & MACHINERY,3657,NON-CLOG SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1400,0, ,Infinity,Infinity
PLANT & MACHINERY,3658,NON-CLOG SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1400,0, ,Infinity,Infinity
PLANT & MACHINERY,3659,NON-CLOG SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1400,0, ,Infinity,Infinity
PLANT & MACHINERY,3660,BLEECHING POWDER DOSER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1300,0, ,Infinity,Infinity
PLANT & MACHINERY,3661,BLEECHING POWDER DOSER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1300,0, ,Infinity,Infinity
PLANT & MACHINERY,3662,BLEECHING POWDER DOSER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1300,0, ,Infinity,Infinity
PLANT & MACHINERY,3663,CHAIN PULLY BLOCK,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,300,0, ,Infinity,Infinity
PLANT & MACHINERY,3664,CHAIN PULLY BLOCK,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,300,0, ,Infinity,Infinity
PLANT & MACHINERY,3665,CHAIN PULLY BLOCK,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,300,0, ,Infinity,Infinity
PLANT & MACHINERY,3666,NON-CLOG SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2900,0, ,Infinity,Infinity
PLANT & MACHINERY,3667,NON-CLOG SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2900,0, ,Infinity,Infinity
PLANT & MACHINERY,3668,MONO-BLOCK SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,11400,0, ,Infinity,Infinity
PLANT & MACHINERY,3669,MONO-BLOCK SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,11400,0, ,Infinity,Infinity
PLANT & MACHINERY,3670,SUBMERSIBLE DEWATERING PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1900,0, ,Infinity,Infinity
PLANT & MACHINERY,3671,NON CLOGGING SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
PLANT & MACHINERY,3672,DIESEL ENGINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,3673,WATER TANKER-2000 LIT.CAPACITY,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3674,WATER TANKER-2000 LIT.CAPACITY,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3675,SOLAR WATER HEATER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1900,0, ,Infinity,Infinity
PLANT & MACHINERY,3676,CENTRIFUGAL SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1100,0, ,Infinity,Infinity
PLANT & MACHINERY,3677,CENTRIFUGAL SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1100,0, ,Infinity,Infinity
PLANT & MACHINERY,3678,CENTRIFUGAL SEWAGE PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3679,SUBMERSIBLE PUMP MODEL JMP J,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3400,0, ,Infinity,Infinity
PLANT & MACHINERY,3680,ELECTRIC HOIST (PULL LIFT),Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3900,0, ,Infinity,Infinity
PLANT & MACHINERY,3681,ELECTRIC HOIST (PULL LIFT),Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3900,0, ,Infinity,Infinity
PLANT & MACHINERY,3682,SUBMERSIBLE PUMP COMP. INCLUDI,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,4000,0, ,Infinity,Infinity
PLANT & MACHINERY,3683,CHLORINATION PLANT,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3600,0, ,Infinity,Infinity
PLANT & MACHINERY,3684,WATER TREATMENT PLANT COMPLETE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3600,0, ,Infinity,Infinity
PLANT & MACHINERY,3685,HAND PUMP,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3686,AIR BREATHING OPERATOR,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1600,0, ,Infinity,Infinity
PLANT & MACHINERY,3687,INDUSTRIAL MANUAL FLOOR SWEEPR,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1000,0, ,Infinity,Infinity
PLANT & MACHINERY,3688,PORTABLE FOGGING M/C,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,900,0, ,Infinity,Infinity
PLANT & MACHINERY,3689,PORTABLE FOGGING M/C,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,900,0, ,Infinity,Infinity
PLANT & MACHINERY,3690,SOLAR WATER HEATER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1200,0, ,Infinity,Infinity
PLANT & MACHINERY,3691,SOLAR WATER HEATER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1000,0, ,Infinity,Infinity
PLANT & MACHINERY,3692,SOLAR WATER HEATER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1700,0, ,Infinity,Infinity
PLANT & MACHINERY,3693,SOLAR WATER HEATER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1700,0, ,Infinity,Infinity
PLANT & MACHINERY,3694,SOLAR WATER HEATER,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3695,ELECTRICAL INCINERATOR,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3300,0, ,Infinity,Infinity
PLANT & MACHINERY,3696,AUTOMATIC X-RAY FILM PROCESSOR,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,15800,0, ,Infinity,Infinity
PLANT & MACHINERY,3697,WASHING MACHINE CUM HYDROEXTRA,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,4800,0, ,Infinity,Infinity
PLANT & MACHINERY,3698,ULTRA SONOGRAPHY MACHINE,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,65200,0, ,Infinity,Infinity
PLANT & MACHINERY,3699,OFFICE EQUIPMENTS & ACCESSORIES,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,6300,0, ,Infinity,Infinity
PLANT & MACHINERY,3700,OFFICE EQUIPMENTS & ACCESSORIES,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3701,OFFICE EQUIPMENTS & ACCESSORIES,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3702,OFFICE EQUIPMENTS & ACCESSORIES,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2100,0, ,Infinity,Infinity
PLANT & MACHINERY,3703,OFFICE EQUIPMENTS & ACCESSORIES,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2400,0, ,Infinity,Infinity
PLANT & MACHINERY,3704,OFFICE EQUIPMENTS & ACCESSORIES,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2400,0, ,Infinity,Infinity
PLANT & MACHINERY,3705,PORTABLE GENERATING SET 1.5KVA,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2400,0, ,Infinity,Infinity
PLANT & MACHINERY,3706,ELECTRONIC WEIGHING MACHINES M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
PLANT & MACHINERY,3707,ELECTRONIC WEIGHING MACHINES M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
PLANT & MACHINERY,3708,ELECTRONIC WEIGHING MACHINES M,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,600,0, ,Infinity,Infinity
PLANT & MACHINERY,3709,Biometric Attendence Recorder,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,12800,12, ,8.333333333333334,718933.3333333335
PLANT & MACHINERY,3710,Intrigrated Attenddance Device (ABAS),Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1000,11, ,9.090909090909092,61272.72727272727
PLANT & MACHINERY,3711,Finger Scanner (ABAS),Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1200,11, ,9.090909090909092,73527.27272727274
PLANT & MACHINERY,3712,Digital Duplicator,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2800,4, ,25,471800
PLANT & MACHINERY,3713,Risograph M/C,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3900,0, ,Infinity,Infinity
PLANT & MACHINERY,3714,Web Smart Switch,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,900,6, ,16.666666666666668,101100
PLANT & MACHINERY,3715,Multi Media Projector,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1900,0, ,Infinity,Infinity
PLANT & MACHINERY,3716,Multi Media Projector,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,400,7, ,14.285714285714286,38514.28571428572
PLANT & MACHINERY,3717,FAX equipment,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,7, ,14.285714285714286,48142.857142857145
PLANT & MACHINERY,3718,UTM firewall,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,8200,7, ,14.285714285714286,789542.8571428572
PLANT & MACHINERY,3719,KVM Switch,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,57000,13, ,7.6923076923076925,2955230.7692307695
PLANT & MACHINERY,3720,Video Conferenseing System,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,294100,14, ,7.142857142857143,14158814.285714287
PLANT & MACHINERY,3721,BCC 950 HD Conferensing Web Cam,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,24500,13, ,7.6923076923076925,1270230.7692307692
PLANT & MACHINERY,3722,UPS500 VA off line MF Batteries,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3723,Projector overhead,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3724,Room Heater,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,100,0, ,Infinity,Infinity
PLANT & MACHINERY,3725,Fire extinguisher,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,43200,0, ,Infinity,Infinity
PLANT & MACHINERY,3726,Hose pipe,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,182000,0, ,Infinity,Infinity
PLANT & MACHINERY,3727,Hose Binding machine,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1000,0, ,Infinity,Infinity
PLANT & MACHINERY,3728,Hose washing machine,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1000,0, ,Infinity,Infinity
PLANT & MACHINERY,3729,Hydraulic pressure machine,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2000,0, ,Infinity,Infinity
PLANT & MACHINERY,3730,Aluminium extension ladder,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,500,0, ,Infinity,Infinity
PLANT & MACHINERY,3731,hose setup machine,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,2000,0, ,Infinity,Infinity
PLANT & MACHINERY,3732,pipe branch ordinary,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,3400,0, ,Infinity,Infinity
PLANT & MACHINERY,3733,water mist & caf fire ext back pack clas,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1000,0, ,Infinity,Infinity
PLANT & MACHINERY,3734,water mist & caf fire ext trolley mounte,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,1000,0, ,Infinity,Infinity
PLANT & MACHINERY,3735,rubber suction pipe,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,4800,0, ,Infinity,Infinity
